statement,predicted_label_id,predicted_status,confidence
"
Tìm cách làm cho câu sau ngắn hơn nhưng vẫn giữ nguyên nghĩa:: 

Sở dĩ tôi phải làm nhiệm vụ này là vì nó quan trọng.
",2,Depression,0.20586677
"Vâng, điều đó sẽ hữu ích. Tôi đoán tôi chỉ sợ phải mở lòng và đối mặt với mọi nỗi đau một lần nữa. Nhưng nếu liệu pháp có thể giúp tôi tìm thấy sự bình yên và hạnh phúc thì tôi sẵn sàng thử.",0,Anxiety,0.17100519
Gần đây tôi đã nhìn thấy một bức ảnh của chính mình và nó khiến tôi rất ấn tượng. Tôi nhận ra rằng tôi không hài lòng với những gì tôi nhìn thấy. Đó là một lời cảnh tỉnh và tôi cảm thấy có động lực dâng trào để kiểm soát sức khỏe của mình. Tôi muốn cảm thấy tốt hơn về bản thân và có nhiều năng lượng hơn để tận hưởng cuộc sống.,1,Bipolar,0.17393321
Cảm ơn. Tôi cảm kích sự hỗ trợ của bạn. Gần đây tôi hay bị mệt mỏi mãn tính và thường xuyên bị đau đầu. Nó ảnh hưởng đến cuộc sống hàng ngày của tôi và khiến tôi khó tập trung. Tôi thực sự muốn giải quyết những vấn đề này và tìm ra giải pháp.,5,Stress,0.18416794
Điều đó có ý nghĩa. Tôi đoán là tôi đã quá bận tâm đến những lo lắng của riêng mình đến nỗi quên thừa nhận sự tiến bộ và thành tích của mình. Tôi sẽ cố gắng chuyển sự tập trung của mình và nhắc nhở bản thân về sự cống hiến và tài năng của mình.,5,Stress,0.19592425
Tôi đánh giá cao đề xuất của bạn. Viết nhật ký nghe có vẻ là một cách tốt để giải phóng một số cảm xúc bị dồn nén này và ý tưởng khám phá các thiết bị thích ứng mang lại cho tôi một tia hy vọng. Có lẽ có một cách để tôi lấy lại quyền kiểm soát cuộc sống của chính mình.,5,Stress,0.16307142
"Cảm ơn. Sự hướng dẫn và hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Bằng cách thay đổi quan điểm của mình và cho phép bản thân đón nhận cuộc hành trình, tôi cảm thấy lạc quan hơn khi thử sức với những sở thích mới. Tôi rất hào hứng muốn biết cuộc phiêu lưu vẽ tranh và vẽ tranh này sẽ đưa tôi đến đâu.",5,Stress,0.20271093
Cảm ơn. Tôi cảm kích sự hỗ trợ của bạn. Tôi nhận thấy rằng tôi cảm thấy lo lắng nhất khi phải đối mặt với những điều không chắc chắn hoặc khi mọi thứ không diễn ra theo kế hoạch. Nó giống như nỗi lo lắng thường trực mà tôi không thể rũ bỏ được. Và sau đó tôi bắt đầu chỉ trích bản thân vì không thể xử lý nó tốt hơn.,2,Depression,0.17384523
"Này , tôi cảm thấy mệt mỏi và tôi nghĩ mình đang phải đối mặt với tình trạng phụ thuộc nặng nề.",0,Anxiety,0.205116
"Chà, tôi nghĩ phần lớn nó xuất phát từ sự mong đợi của xã hội. Có thông điệp liên tục rằng chúng ta phải trở nên hoàn hảo, đạt được những cột mốc quan trọng nhất định và nhìn theo một cách nhất định để được coi là xứng đáng. Giống như có một tiêu chuẩn không thể đạt được mà tôi luôn theo đuổi.",4,Personality disorder,0.19844927
"Này , tôi hy vọng hôm nay bạn làm tốt. Tôi muốn nói chuyện với bạn về mâu thuẫn giữa tôi và một số bạn bè của tôi. Điều này đã làm phiền tôi một thời gian và tôi tin rằng bạn có thể giúp tôi giải quyết nó. Bạn biết đấy, tình bạn thời thơ ấu đôi khi có thể khá phức tạp.",6,Suicidal,0.16561967
"Xin chào , tôi hy vọng bạn vẫn ổn. Tôi muốn nói về điều gì đó mà tôi đang nghĩ gần đây. Tôi đang cảm thấy sợ hãi và cô đơn.",6,Suicidal,0.1840385
"Chà, sự lo lắng của tôi khiến tôi nghi ngờ khả năng vượt qua cơn nghiện của mình. Tôi không ngừng chỉ trích bản thân vì tái nghiện, nghĩ rằng mình yếu đuối và không có khả năng thay đổi. Những suy nghĩ này khơi dậy nỗi sợ hãi của tôi, tạo ra một vòng luẩn quẩn khiến tôi càng thêm nghiện ngập. Tôi cần thoát khỏi khuôn mẫu tự hủy hoại này.",5,Stress,0.21847646
Tôi cho rằng đã có lúc một người bạn mắc lỗi và tôi trấn an họ rằng đó là một phần của con người. Tôi an ủi họ và nhắc nhở họ về giá trị của mình. Có lẽ tôi nên thử làm điều tương tự cho chính mình.,4,Personality disorder,0.18606111
"It feels so hard to trust people right now. I've been hurt before, and I'm scared of opening up and being vulnerable. But I know I can't keep pushing everyone away.",1,Bipolar,0.19705534
"Chà, gần đây thật khó để tôi thể hiện bản thân một cách rõ ràng. Tôi lỡ lời, quên mất điều mình muốn nói và điều đó ảnh hưởng đến sự tương tác của tôi với người khác. Có cảm giác như tôi liên tục gặp khó khăn để giao tiếp hiệu quả.",4,Personality disorder,0.1937957
Cảm ơn bạn đã nhắc nhở. Tình yêu và sự tò mò sẽ hướng dẫn tôi vượt qua cuộc trò chuyện đầy thử thách này. Tôi hy vọng rằng vợ tôi sẽ đánh giá cao nỗ lực của tôi và tình yêu của chúng tôi sẽ thắng thế.,1,Bipolar,0.19576307
Tôi nghĩ rằng tôi cần được giúp đỡ để tìm ra những từ thích hợp để thể hiện bản thân mà không có vẻ buộc tội hay phòng thủ. Điều quan trọng là phải truyền đạt rằng ý định của tôi là cải thiện mối quan hệ của chúng ta chứ không phải chỉ trích nó.,0,Anxiety,0.20086767
"Nó sẽ mang lại cho tôi rất nhiều niềm vui và sự thỏa mãn. Tôi tưởng tượng cảm giác thân thuộc và mục đích một lần nữa. Khiêu vũ với những người có cùng niềm đam mê sẽ tạo ra một cộng đồng hỗ trợ, nơi chúng ta truyền cảm hứng và khuyến khích lẫn nhau. Nghe có vẻ như một giấc mơ trở thành hiện thực.",2,Depression,0.17129147
Thank you. I really appreciate your support. Talking about this breakup has already helped me gain some clarity and find hope within myself.,1,Bipolar,0.23718347
"Chắc chắn rồi. Một lĩnh vực tôi muốn tập trung vào là xây dựng sự tự tin của mình. Tôi nghĩ việc thách thức những suy nghĩ tiêu cực đó và học cách tin vào bản thân sẽ giúp tôi vượt qua nỗi lo lắng. Ngoài ra, tôi muốn khám phá các kỹ thuật thư giãn và chiến lược đối phó có thể giúp tôi điều hướng những khoảnh khắc lo lắng hiệu quả hơn.",5,Stress,0.17763007
"Nó giống như một nồi áp suất bên trong. Tôi không ngừng lo lắng về cách mọi người nhìn nhận về tôi, họ có thể nghĩ gì về những gì tôi nói hoặc làm. Nỗi sợ bị phán xét và từ chối khiến tôi kiệt sức, tạo ra chu kỳ lo lắng liên tục này.",4,Personality disorder,0.178362
"Tôi đoán tôi có thể thử. Tôi chỉ muốn gia đình chúng tôi được hàn gắn và mọi người được hạnh phúc trở lại. Chúng ta đã từng rất thân thiết, và bây giờ mọi thứ đều cảm thấy tan vỡ.",3,Normal,0.18900733
Thật là khó khăn. Tôi cảm thấy bị giằng xé giữa việc muốn làm hài lòng bố mẹ và việc muốn đi theo hạnh phúc của riêng mình. Đôi khi tôi nghi ngờ bản thân và tự hỏi liệu quyết định của mình có đúng không.,5,Stress,0.20423126
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy hơi lạc lõng và tôi thực sự cần một vài lời khuyên. Bạn thấy đấy, tôi đang suy ngẫm về khái niệm tình bạn, và nó khiến tôi đặt câu hỏi về ý nghĩa thực sự của việc gắn bó suốt đời với ai đó.",3,Normal,0.17940886
Xây dựng công thức cho một bữa ăn nhẹ lành mạnh bằng năm nguyên liệu.,4,Personality disorder,0.17018749
"Cảm ơn. Sự hỗ trợ và hướng dẫn của bạn có ý nghĩa rất lớn. Tôi vẫn lo sợ về quá trình ly hôn, nhưng tôi hy vọng rằng với thời gian và liệu pháp, tôi có thể vượt qua thành công.",2,Depression,0.19707517
"I've thought about it, but I'm not sure if my partner would be open to the idea. They tend to dismiss the idea of therapy and believe we can figure it out on our own.",1,Bipolar,0.20006767
"Tôi đã thử một số cách, chẳng hạn như nghỉ giải lao và đi dạo, nhưng cảm giác chỉ là tạm thời. Sự căng thẳng luôn quay trở lại suy nghĩ của tôi, khiến tôi một lần nữa bị tiêu diệt.",5,Stress,0.19493605
"Tôi đã nghĩ về điều đó nhưng thật khó để nhờ giúp đỡ. Tôi không muốn tạo gánh nặng cho người khác về vấn đề của mình. Ngoài ra, tôi không chắc liệu có ai có thể thực sự hiểu được những gì tôi đang trải qua hay không.",6,Suicidal,0.20215668
Cảm ơn. Nói chuyện với bạn ngày hôm nay đã thực sự hữu ích. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn. Thật yên tâm khi biết rằng tôi có ai đó đang cổ vũ tôi.,6,Suicidal,0.1779844
", đã có những lúc tôi phải vật lộn với sự nghi ngờ bản thân. So sánh công việc của tôi với công việc của người khác đôi khi có thể khiến tôi cảm thấy không thỏa đáng. Tuy nhiên, tôi luôn nhắc nhở bản thân rằng mỗi bức tranh là duy nhất và phản ánh hành trình của chính tôi. Đó là về quá trình, không chỉ là kết quả cuối cùng.",5,Stress,0.18443662
"Tôi nghĩ căng thẳng và cô đơn là nguyên nhân khiến tôi nghiện nhiều nhất. Bất cứ khi nào tôi cảm thấy choáng ngợp hoặc bị cô lập, tôi tìm đến chất của mình như một cách để xoa dịu nỗi đau. Nhưng nó chỉ mang lại sự nhẹ nhõm tạm thời và sau đó cảm giác tội lỗi lại xuất hiện.",4,Personality disorder,0.20013675
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Gần đây tôi đã suy nghĩ rất nhiều về gia đình mình và tôi muốn liên hệ với bạn để được hướng dẫn. Việc giải quyết các xung đột đã phát sinh khá khó khăn và nó ngày càng trở nên quá tải. Có rất nhiều tình yêu trong chúng ta, nhưng cảm giác như cơn nghiện đang xé nát chúng ta.",5,Stress,0.17634232
"Trong sự nghiệp của mình, tôi liên tục cảm thấy áp lực phải chứng tỏ bản thân và đáp ứng những kỳ vọng cao. Khi tôi nhận được những lời chỉ trích mang tính xây dựng, thay vì coi đó là cơ hội để phát triển, tôi lại coi đó là mối đe dọa cho sự thành công trong nghề nghiệp của mình. Điều này dẫn đến một chu kỳ phòng thủ, nơi tôi gặp khó khăn trong việc chấp nhận những phản hồi thực sự có thể giúp tôi cải thiện.",5,Stress,0.20371343
Validate the following statement: 8 is an even number.?,1,Bipolar,0.2148757
"Well, it's his excessive drinking. It's become more than just a social habit, and I'm worried it might be turning into an addiction. Whenever I try to express my concerns, he gets defensive and dismisses them.",0,Anxiety,0.1838148
Tôi cảm thấy thật nhẹ nhõm khi được ở đây. Có điều gì đó mà tôi đã muốn nói từ lâu nhưng giờ lại đè nặng trong tâm trí tôi. Đó là về tuổi thơ của tôi.,6,Suicidal,0.1829926
"Tôi thực sự đánh giá cao sự hỗ trợ của bạn. Biết rằng ai đó tin tưởng vào tôi sẽ tạo nên một thế giới khác biệt. Tôi sẵn sàng đón nhận hành trình này, đối mặt trực tiếp với các vấn đề sức khỏe của mình và phấn đấu vì một tương lai tươi sáng hơn. Cảm ơn bạn đã là ánh sáng dẫn đường của tôi.",1,Bipolar,0.18250404
Tôi sẵn sàng thử bất cứ điều gì có thể đưa tôi đến gần hơn với việc tìm thấy tình yêu đích thực và cảm thấy tự tin vào làn da của chính mình. Xin hãy hướng dẫn tôi những bài tập này.,5,Stress,0.18389398
Maybe I could join the school band or choir. That might help me connect with peers who share similar interests.,3,Normal,0.19778313
"Xếp hạng các mục sau theo thứ tự quan trọng: dịch vụ khách hàng, sự hài lòng của nhân viên, doanh số bán hàng.",0,Anxiety,0.20509222
"Cảm ơn vì những lời tốt đẹp của bạn. Thật có ý nghĩa rất lớn khi biết rằng tôi không đơn độc trong việc này. Tôi đã kìm nén những cảm xúc này quá lâu rồi. Đã đến lúc phải thay đổi, nhưng tôi không biết chính xác nên bắt đầu từ đâu.",5,Stress,0.19619586
"Chắc chắn rồi. Một trong những điều lớn nhất mà tôi đang phải vật lộn là ngoại hình của mình. Tôi liên tục so sánh mình với người khác, cảm thấy mình kém cỏi và xấu xí. Tôi như bị mắc kẹt trong vòng luẩn quẩn của sự nghi ngờ bản thân và tiêu cực. Tôi đã bỏ bê việc nhìn thấy vẻ đẹp bên trong mình và đánh giá cao những phẩm chất độc đáo của mình. Nó khiến tôi đặt câu hỏi về giá trị con người của mình.",4,Personality disorder,0.18672772
"Thực ra, gần đây tôi đã kết nối lại với một người bạn cũ từ thời đại học. Chúng tôi đã không nói chuyện nhiều năm rồi, nhưng khi gặp nhau, cảm giác như thời gian chưa hề trôi qua. Chúng tôi cười đùa, chia sẻ những câu chuyện và điều đó nhắc nhở tôi rằng tình bạn có thể quý giá như thế nào. Nó khiến tôi nhận ra rằng đôi khi, tình bạn có thể trụ vững trước thử thách của thời gian.",4,Personality disorder,0.2160267
"Điều đó có ý nghĩa. Có lẽ tôi cần phải tiếp cận anh ấy theo cách khác, với sự đồng cảm và thấu hiểu hơn. Tôi không muốn chúng ta tiếp tục xa nhau.",3,Normal,0.18187366
"Tôi đã nghĩ đến điều đó nhưng một phần trong tôi lại sợ phải thực hiện bước đi đó. Tôi luôn dựa vào chính mình để giải quyết vấn đề của mình, nhưng cơn nghiện này đã làm mất đi sự tự tin của tôi. Tôi sợ phải cởi mở và dễ bị tổn thương. Tôi sợ bị từ chối và thất vọng.",5,Stress,0.16976658
Tôi đã thử vài thứ. Tôi đã thử nghiệm các bài tập thiền và thở sâu nhưng chúng chỉ giúp giảm đau tạm thời. Tôi cũng đã gặp các bác sĩ và chuyên gia nhưng phương pháp điều trị của họ không mang lại giải pháp lâu dài. Thật là bực bội vì tôi đang tuyệt vọng để được giải thoát.,4,Personality disorder,0.16604683
"Chà, tôi đang liên hệ với hệ thống hỗ trợ của mình. Nói chuyện với bạn bè và gia đình, những người hiểu những gì tôi đang trải qua, tôi cảm thấy vô cùng an ủi. Tôi cũng tìm thấy niềm an ủi khi tham gia vào các hoạt động mang lại cho tôi niềm vui, chẳng hạn như vẽ tranh và đi bộ đường dài. Thật ngạc nhiên khi những điều đơn giản này có thể vực dậy tinh thần của tôi và giúp tôi nhận ra rằng cuộc sống còn nhiều điều thú vị hơn cuộc chia tay này.",5,Stress,0.18568575
Nghe có vẻ như là một nhiệm vụ khó khăn. Làm thế nào để tôi biết tôi có thể thực sự dựa vào và tin tưởng ai?,1,Bipolar,0.1695404
"Có, tôi đã nói chuyện với một vài người bạn thân cũng từng trải qua những trải nghiệm tương tự và lời khuyên của họ rất hữu ích. Thật yên tâm khi biết rằng tôi không đơn độc trong việc này. Tôi cũng đang cân nhắc việc tìm kiếm sự trợ giúp từ chuyên gia, chẳng hạn như liệu pháp trị liệu, để có được sự hiểu biết và quan điểm rõ ràng hơn. Thật khó để nhìn thấy bức tranh toàn cảnh hơn khi bạn quá đầu tư về mặt cảm xúc.",0,Anxiety,0.17800432
Tôi sẵn sàng thử bất cứ điều gì vào thời điểm này. Tôi nhớ bạn tôi và tôi muốn mọi thứ thay đổi.,6,Suicidal,0.21469292
"Cảm ơn bạn đã nhắc nhở tôi về điều đó. Tôi nghĩ điều quan trọng đối với tôi là duy trì ý thức cá nhân và dành thời gian, sức lực để theo đuổi ước mơ của mình. Bằng cách truyền đạt rõ ràng nhu cầu của mình và tìm ra sự cân bằng, tôi có thể nỗ lực đạt được nguyện vọng của mình trong khi vẫn trân trọng mối quan hệ của chúng tôi.",1,Bipolar,0.19318591
Name five works of fiction favored by Edgar Allan Poe.?,1,Bipolar,0.20815119
Cảm ơn. Sự động viên của bạn có ý nghĩa rất lớn với tôi. Tôi cảm thấy hy vọng hơn và có động lực hơn để thoát khỏi nỗi sợ hãi của mình. Tôi sẽ tiếp tục khám phá những khả năng mới và thực hiện các bước cần thiết để hướng tới sự nghiệp phù hợp với con người tôi.,4,Personality disorder,0.2063535
"Tôi không chắc mình có thể làm gì khác. Tôi có cảm giác như mình đang đi trên vỏ trứng, sợ nói sai điều gì đó.",6,Suicidal,0.21857132
Đó là một cơn lốc. Tôi đã phải đối mặt với chứng đau nửa đầu mãn tính trong năm qua và nó ngày càng suy nhược. Tôi đã thử dùng thuốc nhưng dường như không có tác dụng gì. Cảm giác như tôi đang phải chịu sự thương xót của chính cơ thể mình.,5,Stress,0.20199975
Phân loại của một con người là gì?,4,Personality disorder,0.19706799
Tôi đã bỏ qua vấn đề sức khỏe của cô ấy. Tôi đã không ủng hộ như lẽ ra phải làm và điều đó bắt đầu đè nặng lên tôi.,1,Bipolar,0.18602183
"Tôi tin rằng thông qua hội họa hoặc viết lách, tôi có thể khai thác cảm xúc của mình và khám phá cảm xúc của mình trong một không gian an toàn và sáng tạo. Nó sẽ cho tôi tự do thể hiện bản thân mà không sợ bị phán xét hay từ chối. Nó có thể cung cấp một lối thoát độc đáo để khám phá và phát triển bản thân.",4,Personality disorder,0.20500734
"Tôi thấy mình là người tự tin, kiên cường và có khả năng tìm thấy hạnh phúc bên trong mình. Tôi muốn có thể tự tin định hướng các mối quan hệ trong tương lai.",4,Personality disorder,0.19915748
"Tôi chưa thực sự nghĩ về điều đó, nhưng có lẽ nói chuyện với ai đó thân thiết với tôi sẽ giúp ích được. Tôi chỉ không muốn làm họ thất vọng vì nỗi buồn của mình.",6,Suicidal,0.16915299
Tôi cảm thấy thực sự khó chịu và gần đây đã có rất nhiều lời chỉ trích trong tình bạn của tôi. Nó thực sự khó xử lý.,6,Suicidal,0.17318398
"Chà, ước mơ của tôi luôn là trở thành một nhạc sĩ chuyên nghiệp. Ngay từ khi còn nhỏ, tôi đã tìm thấy niềm an ủi trong âm nhạc. Nhưng khi tôi lớn lên và đối mặt với thực tế cuộc sống, giấc mơ bắt đầu giống như một điều tưởng tượng không tưởng.",3,Normal,0.19918898
"Vâng, tôi đã làm vậy. Tôi đã gửi cho cô ấy một tin nhắn giải thích tình hình và xin lỗi một lần nữa, nhưng cô ấy không bao giờ trả lời. Tôi thậm chí đã cố gắng gọi cho cô ấy, nhưng cô ấy phớt lờ cuộc gọi của tôi. Tôi thực sự bị tổn thương bởi sự im lặng của cô ấy và tôi lo lắng rằng tình bạn của chúng tôi có thể tan vỡ.",1,Bipolar,0.17106998
"Yes, I have. They've explained the possible complications and the expected recovery time, but it's overwhelming to think about.",1,Bipolar,0.1987287
"
Đặt cược vào một cuộc đua ngựa: 

Giải Kentucky Derby sắp tới
",1,Bipolar,0.19054502
"Trong giấc mơ, tôi thấy mình ở trong những tình huống hoàn hảo, thực hiện những tưởng tượng ngông cuồng nhất của mình. Giống như những mong muốn sâu sắc nhất của tôi đang được đáp ứng và cảm giác đó vô cùng thỏa mãn. Nhưng khi tôi thức dậy, thực tế ập đến, tôi cảm thấy trống rỗng và khao khát một điều gì đó dường như không thể đạt được.",3,Normal,0.1801308
Thực ra có một người bạn chung mà tôi tin rằng có thể là người hòa giải tuyệt vời. Cô ấy đã biết tất cả chúng tôi từ lâu và có cách gắn kết mọi người lại với nhau. Tôi nghĩ sự tham gia của cô ấy có thể tạo ra một môi trường nơi tất cả các bên có thể bày tỏ cảm xúc và mối quan tâm của mình một cách cởi mở.,5,Stress,0.19365424
Tôi chắc chắn sẽ thử điều đó. Thật ngạc nhiên khi một điều cơ bản như hít thở sâu lại có thể tạo ra sự khác biệt lớn. Tôi quyết tâm trở thành tấm gương tích cực cho con mình và nuôi dưỡng bầu không khí yêu thương ở nhà.,5,Stress,0.21729691
"Cảm ơn. Nghe được điều đó có ý nghĩa rất lớn. À, gần đây tôi đã chia tay với một người mà tôi thực sự yêu. Cường độ cảm xúc của tôi tràn ngập, nhưng tôi muốn trưởng thành từ trải nghiệm này. Tôi rất hào hứng khám phá xem mình là ai ngoài mối quan hệ này.",1,Bipolar,0.19744006
Tôi đoán tôi cũng đang vật lộn với nỗi sợ hãi khi ở một mình. Cuộc chia tay khiến tôi cảm thấy trống rỗng và sợ rằng mình sẽ không tìm được người thực sự trân trọng mình. Tôi lo lắng rằng tôi sẽ không bao giờ có thể tin tưởng được nữa.,2,Depression,0.19384816
"
Tạo phần mở đầu câu chuyện dựa trên kịch bản này.: 

Khu rừng tối tăm, im lặng gần đây tràn ngập tin đồn.
",0,Anxiety,0.22802901
"Cảm ơn . Gần đây, tôi và vợ tôi đã gặp khó khăn trong việc giao tiếp. Chúng tôi đã cãi nhau thường xuyên hơn và có cảm giác như chúng tôi đang dần xa nhau. Tôi sợ rằng chúng tôi không thể giải quyết được vấn đề của mình và cứu vãn cuộc hôn nhân của mình.",2,Depression,0.1827599
"Tôi có thể bắt đầu bằng cách dành thời gian cụ thể mỗi ngày cho những hoạt động này. Có thể là đi dạo buổi sáng trước khi bắt đầu ngày mới và dành chút thời gian vào buổi tối để chơi ghi-ta. Bằng cách ưu tiên những hoạt động này, tôi tin rằng mình có thể tạo ra một lối sống lành mạnh và cân bằng hơn.",5,Stress,0.22438821
Create a sentence about a hypothetical scenario?,5,Stress,0.21091293
"Chà, gần đây bạn bè của tôi đã lên kế hoạch cho một kỳ nghỉ mà tôi không đủ khả năng để tham gia. Khi tôi từ chối, họ có vẻ thất vọng và bắt đầu bình luận về tình hình tài chính của tôi. Nó càng khiến tôi tức giận và thất vọng hơn.",2,Depression,0.16959168
"Definitely. I found solace in nurturing my own self-care routine. I've been indulging in activities that bring me joy, such as hiking, painting, and journaling. These self-care practices have not only uplifted my spirits but have also helped me process my emotions in a healthy way.",4,Personality disorder,0.17224286
"Cảm ơn. Chà, tôi có một đồng nghiệp mới liên tục coi thường tôi, chỉ trích công việc của tôi và tung tin đồn về tôi. Nó khiến tôi cảm thấy căng thẳng và lo lắng mỗi khi phải đi làm. Tôi không biết phải giải quyết thế nào nếu không đối đầu.",2,Depression,0.18509929
Vâng. Tôi đã sẵn sàng thực hiện cuộc hành trình này. Tôi không muốn để nỗi đau này định nghĩa tôi nữa.,0,Anxiety,0.16271153
"Tôi vẫn chưa cân nhắc việc trị liệu, nhưng tôi rất sẵn lòng với ý tưởng này. Tôi có thể thấy giá trị khi nói chuyện với một chuyên gia, người có thể đưa ra hướng dẫn và giúp tôi điều hướng cảm xúc của mình. Bạn có gợi ý nào về cách tìm nhà trị liệu phù hợp cho tôi không?",4,Personality disorder,0.19461718
Viết một dòng tweet về Prime Day của Amazon.,4,Personality disorder,0.17337964
"Chắc chắn rồi. Bất chấp những thách thức mà tôi phải đối mặt, tôi đã trở nên kiên cường hơn và nhận thức được tầm quan trọng của việc tự chăm sóc bản thân. Tôi đã bắt đầu kết hợp các bài tập chánh niệm vào thói quen hàng ngày của mình và thực hành lòng biết ơn đối với những khía cạnh tích cực trong cuộc sống của mình. Điều này đã giúp tôi nuôi dưỡng cảm giác hạnh phúc và trân trọng bên trong ngay cả khi đối mặt với những điều tiêu cực.",1,Bipolar,0.18348488
Maybe I can start by confiding in one of my friends about the challenges I'm facing. Taking that first step might make it easier to reach out for additional support.,1,Bipolar,0.19318125
Tôi từng thích vẽ tranh và đi bộ đường dài nhưng gần đây tôi không còn hứng thú với mọi thứ nữa. Thật khó để tìm thấy niềm vui khi bạn cảm thấy trống rỗng trong lòng.,5,Stress,0.18938068
Tôi cảm thấy lạc lõng quá. Có vẻ như mọi thứ tôi thử đều kết thúc trong thất bại.,6,Suicidal,0.18802166
Tôi cảm thấy sợ hãi và choáng ngợp trước nỗi sợ hãi về các mối quan hệ cá nhân. Nó đã cản trở tôi hình thành những kết nối có ý nghĩa với những người khác.,4,Personality disorder,0.1679598
Tôi có một người bạn thân đã từng ở bên tôi trong quá khứ. Có lẽ đã đến lúc tôi liên hệ và nói chuyện với họ về những gì tôi đang trải qua. Trong sâu thẳm tôi biết rằng giữ tất cả cho riêng mình không giúp ích được gì.,5,Stress,0.17708172
Tôi cảm thấy rất hối hận… Tôi không biết phải làm sao với bạn trai của mình.,5,Stress,0.16542846
"Nó đang đè nặng lên tôi. Tôi cảm thấy thật khó để ra khỏi giường và đối mặt với một ngày mới. Mỗi lần tôi nhìn thấy họ hoặc nghĩ về những gì tôi đã làm, điều đó chỉ khiến tôi thêm thất vọng.",3,Normal,0.19520822
"Gần đây tôi đang cảm thấy đầy hy vọng và chịu rất nhiều áp lực. Giống như có một giấc mơ mà tôi luôn ấp ủ, và bây giờ nó đã trong tầm tay, tôi không khỏi cảm thấy lo lắng về nó.",3,Normal,0.21840855
"Thành thật mà nói, gần đây tôi không ưu tiên việc chăm sóc bản thân. Tôi có xu hướng đặt nhu cầu của người khác lên trước nhu cầu của mình và điều đó khiến tôi cảm thấy kiệt sức và lo lắng. Tôi cần nỗ lực thiết lập ranh giới và dành thời gian cho các hoạt động chăm sóc bản thân mang lại niềm vui cho tôi.",5,Stress,0.2076368
"Ừ thì chúng ta đã từng rất thân thiết nhưng dạo gần đây họ có vẻ xa cách và lạnh lùng. Bắt đầu bằng một sự bất đồng nhỏ, và bây giờ tôi có cảm giác như họ đang cố tình tránh mặt tôi. Thật khó để không nhận nó một cách cá nhân.",5,Stress,0.18686758
Tôi nghĩ xung đột nằm ở việc chấp nhận rằng mọi chuyện đã kết thúc và từ bỏ tương lai mà tôi đã hình dung với người bạn đời của mình. Tôi đang đấu tranh để đối mặt với thực tế của tình hình.,5,Stress,0.17732681
"That's reassuring to hear. I appreciate your understanding. I've been struggling with depression lately, and it feels like a dark cloud is constantly hanging over me. I want to find hope, but it's been difficult to see beyond the darkness.",1,Bipolar,0.18388908
"Tôi nghĩ việc tìm kiếm những cuộc trò chuyện cởi mở và trung thực với đồng nghiệp và cấp trên, đặt ra ranh giới rõ ràng và tìm kiếm sự hỗ trợ bên ngoài công việc đều có thể hữu ích trong việc kiểm soát căng thẳng liên quan đến công việc này.",2,Depression,0.16825587
Gần đây tôi cảm thấy rất tội lỗi. Đó là tất cả về việc cân bằng giữa công việc và nuôi dạy con cái. Tôi cảm thấy như mình liên tục thất bại ở cả hai việc.,5,Stress,0.2121954
  I'm feeling really stressed about my health. I don't know how to manage my chronic illness. ,5,Stress,0.1813074
"Tôi có, và đó là lý do tại sao tôi liên hệ với bạn. Tôi muốn giành lại quyền kiểm soát cuộc sống của mình và tìm thấy sức mạnh nội tâm đó để vượt qua bóng tối này. Tôi biết điều đó sẽ không dễ dàng, nhưng tôi sẵn sàng nỗ lực.",0,Anxiety,0.20742863
"Bạn biết đấy, tôi đã suy nghĩ về điều đó và tôi cảm thấy việc tìm kiếm một sở thích mới có thể là một cách tuyệt vời để đánh lạc hướng bản thân và nâng cao sự tự tin của tôi. Tôi luôn có hứng thú với hội họa và chưa bao giờ thực sự khám phá nó trước đây. Có lẽ đã đến lúc phải thử!",5,Stress,0.24215823
Gần đây tôi cảm thấy thực sự suy sụp. Tôi đã phải đối mặt với rất nhiều mâu thuẫn với bạn bè và điều đó khiến tôi càng cảm thấy bất an và chán nản hơn.,4,Personality disorder,0.2017106
That sounds great. Thank you for your guidance and support. I appreciate your help in navigating this challenging time in my life.,5,Stress,0.18603349
"Cảm ơn. Sự động viên của bạn có ý nghĩa rất lớn với tôi. Trước khi kết thúc, tôi chỉ muốn nhắc nhở bản thân và những người khác rằng lòng tự trọng không phải là việc so sánh bản thân với người khác. Đó là việc chấp nhận và yêu thương con người chúng ta, trân trọng những điểm mạnh của mình và học hỏi từ những sai lầm của mình. Tất cả chúng ta hãy cố gắng đối xử tử tế hơn với bản thân và lan tỏa sự tích cực ở bất cứ nơi đâu chúng ta đến.",0,Anxiety,0.17856675
"Tôi đã cố gắng nhắc nhở bản thân về điều đó, nhưng nói thì dễ hơn làm. Cảm giác như tôi đã đánh mất một phần của chính mình, sự tin tưởng của tôi đối với người khác và thậm chí cả chính bản thân mình. Tôi sẵn sàng khám phá những cách để xây dựng lại lòng tự trọng của mình, nhưng tôi không biết bắt đầu từ đâu. Bạn có gợi ý gì không?",5,Stress,0.19206886
