statement,predicted_label_id,predicted_status,confidence,
"Vâng. Bất cứ khi nào tôi bước vào một căn phòng đầy người, tôi không thể không tự động nghĩ rằng mọi người đang đánh giá tôi. Tôi thường xuyên lo lắng về việc nói sai hoặc làm bản thân xấu hổ. Những suy nghĩ này có thể nhanh chóng làm tăng mức độ lo lắng của tôi.",0,Anxiety,0.61178875,
"Hi , I hope you're doing well. I'm really nervous to talk about something that's been bothering me for a while now. It's something that's left me shocked and feeling incredibly tense. Can we talk about my addiction?",6,Suicidal,0.8954205,
"Vâng, bạn biết đấy, tôi luôn nghĩ rằng gia đình tôi sẽ là đơn vị hỗ trợ, nơi mọi người đều hiểu nhau. Nhưng gần đây, có vẻ như mọi người thường xuyên ở trong tình trạng khó khăn. Hầu như ngày nào cũng có tranh cãi và căng thẳng. Thật khó để tập trung vào bất cứ điều gì khác khi mọi thứ ở nhà đều quá hỗn loạn.",1,Bipolar,0.5111878,
"Hi , I hope you're doing well today. I've been feeling a strong desire for change in my life lately, and I'm confident that starting a new hobby might be just what I need.",0,Anxiety,0.65230864,
"Tôi nghĩ nó quay trở lại thời thơ ấu của tôi, nơi tôi luôn cảm thấy mình phải chứng tỏ bản thân. Cha mẹ tôi kỳ vọng rất cao, và thất bại nào cũng gây thất vọng. Dường như những lời phán xét của họ vẫn ám ảnh tôi, kể cả khi đã trưởng thành.",4,Personality disorder,0.99866104,
"Cảm ơn. Bên cạnh sự cống hiến, tôi đang cân nhắc việc lập một không gian viết lách nhỏ trong nhà dành riêng cho mẹ tôi. Tôi sẽ bao quanh mình những bức ảnh của cô ấy, những loài hoa cô ấy yêu thích và những câu nói ý nghĩa truyền cảm hứng cho tôi. Nó sẽ là một lời nhắc nhở hữu hình về sự hiện diện của cô ấy và nguồn cảm hứng mà cô ấy có trong cuộc đời tôi.",1,Bipolar,0.99647766,
", tôi đã thử nhiều chiến lược khác nhau, từ đặt ra ranh giới cho đến tìm kiếm sự trợ giúp từ chuyên gia, nhưng dường như không có tác dụng gì. Cứ như thể cơn nghiện đang trói buộc tôi mà tôi không thể thoát ra được. Tôi sợ nếu không sớm thay đổi, tôi sẽ mất đi người quan trọng nhất của cuộc đời mình.",2,Depression,0.9911738,
"Tôi cảm thấy như trút được gánh nặng khỏi vai. Giây phút bình yên ấy đã cho tôi sức mạnh để bước tiếp, biết rằng mình đã tôn vinh ký ức về người thân yêu và bày tỏ những cảm xúc sâu sắc nhất của mình. Đó là một bước ngoặt trong hành trình chữa lành của tôi, nơi tôi nhận ra rằng mặc dù nỗi đau đau buồn có thể không bao giờ biến mất hoàn toàn nhưng tôi có thể học cách sống chung với nó và tìm thấy sự bình yên trong chính mình.",2,Depression,0.99588263,
"Xin chào , tôi hy vọng bạn có thể giúp tôi. Gần đây tôi cảm thấy thực sự lo lắng, đặc biệt là về sức khỏe của mình. Tôi đã trải qua một cuộc ly hôn khó khăn và thật khó để tìm được sự bình yên trong cuộc sống. Tôi cảm thấy như vấn đề sức khỏe của mình chỉ làm tăng thêm căng thẳng. Bạn có thể đưa ra hướng dẫn nào không?",5,Stress,0.91236585,
"Cảm ơn. Tôi thực sự đánh giá cao lòng tốt và sự hiểu biết của bạn. Bây giờ tôi đang cảm thấy một tia hy vọng và tôi sẵn sàng nỗ lực để nâng cao lòng tự trọng của mình. Tôi chắc chắn sẽ liên hệ nếu cần. Hãy bảo trọng nhé, và hẹn gặp lại lần sau.",0,Anxiety,0.4655059,
Tôi nhận thấy rằng tôi thường cảm thấy bị bạn bè bỏ rơi hoặc coi thường. Có vẻ như họ không coi trọng sự hiện diện hoặc ý kiến ​​của tôi. Nó ảnh hưởng đến lòng tự trọng của tôi và khiến tôi đặt câu hỏi về giá trị của mình.,4,Personality disorder,0.9994734,
"I've thought about it, but it's hard to let go of the dream I've held onto for so long. It feels like I would be betraying myself, like I've invested years into something that's now slipping away. But maybe there's a way to still pursue my passion, even if it takes a different form.",6,Suicidal,0.8465824,
Tôi hoàn toàn đồng ý. Việc có một cộng đồng nhiếp ảnh gia không chỉ nâng cao kỹ năng của tôi mà còn mang lại cho tôi cảm giác thân thuộc. Tôi quyết tâm giành lại quyền kiểm soát cuộc sống của mình thông qua sở thích mới này.,0,Anxiety,0.65745085,
"Tôi sẽ làm vậy. Sự hướng dẫn của bạn có nghĩa là cả thế giới đối với tôi. Tôi rất hào hứng khi bắt tay vào hành trình phát triển này và tạo ra mối liên hệ sâu sắc hơn, trọn vẹn hơn với anh ấy. Cảm ơn bạn một lần nữa vì đã ở đó vì tôi.",4,Personality disorder,0.9577166,
"Chà, nghe có vẻ lạ, nhưng tôi nghĩ nó có liên quan đến cách tôi nhìn nhận về bản thân. Tôi thường tự lừa dối bản thân để đánh mất các cơ hội và đánh giá thấp khả năng của mình, điều này khiến tôi cảm thấy kiệt sức và không hài lòng.",0,Anxiety,0.9602401,
Tôi thực sự đang gặp khó khăn. Thật khó để tôi tìm thấy bất kỳ niềm vui nào trong cuộc sống nữa. Nhưng tôi muốn bạn biết rằng tôi rất biết ơn vì có cơ hội được nói chuyện với bạn. Tôi hứa sẽ cố gắng hết sức để cởi mở và chia sẻ cảm xúc của mình.,4,Personality disorder,0.78917235,
"Có lẽ tôi có thể làm tình nguyện viên cho một tổ chức từ thiện địa phương. Tôi có thể sử dụng lòng trắc ẩn của mình để tạo ra tác động tích cực đến cuộc sống của người khác. Và đối với khiếu hài hước của mình, tôi có thể bắt đầu viết truyện cười hoặc thậm chí tham gia một nhóm ứng tác ở địa phương. Chấp nhận những phần này của bản thân có thể giúp tôi thấy được giá trị của mình ngoài sự so sánh.",4,Personality disorder,0.8428623,
Điều đó sẽ hữu ích. Tôi sẵn sàng thử bất cứ điều gì vào thời điểm này. Tôi chỉ muốn lấy lại quyền kiểm soát sức khỏe và cuộc sống của mình.,1,Bipolar,0.64110243,
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Tôi thực sự biết ơn vì cơ hội được nói chuyện này. Gần đây tôi cảm thấy hơi khó chịu. Bạn thấy đấy, gần đây tôi đã trải qua một chuyện đau lòng với vị hôn thê của mình. Đó là khoảng thời gian khó khăn nhưng tôi đang cố gắng giữ thái độ tích cực và tìm thấy sự bình yên trong chính mình.",1,Bipolar,0.96164465,
"Tôi hình dung mình đang lập một kế hoạch kinh doanh chi tiết và tìm kiếm nguồn tài trợ để biến ý tưởng của mình thành hiện thực. Tôi muốn xung quanh mình là những người có cùng chí hướng, có niềm đam mê kinh doanh. Thật phấn khởi khi nghĩ về những khả năng!",2,Depression,0.90627575,
"
Giải thích tại sao câu sau đây là một ví dụ về cường điệu.: 

Tôi khát đến mức có thể uống cả một cái hồ!
",1,Bipolar,0.9977375,
Tôi nghĩ điều đó tạm thời đã xong. Tôi cảm thấy hy vọng và có động lực hơn sau khi nói chuyện với bạn. Tôi đang mong đợi các buổi họp của chúng ta và những tiến bộ mà chúng ta có thể đạt được cùng nhau. Cảm ơn bạn đã hướng dẫn và hỗ trợ của bạn.,5,Stress,0.4695146,
"Chắc chắn rồi! Vì vậy, chẳng hạn, bất cứ khi nào tôi gặp những người mới hoặc phải phát biểu trong một nhóm, tôi lo lắng rằng mình không phù hợp hoặc mọi người sẽ bác bỏ ý tưởng của tôi. Nó giống như nỗi sợ hãi tột độ rằng tôi sẽ không được chấp nhận.",4,Personality disorder,0.99987924,
"Đó là một chuyến tàu lượn siêu tốc. Cảm giác phấn khích khi sử dụng giúp tôi cảm thấy nhẹ nhõm tạm thời nhưng hậu quả thì thật tai hại. Tôi lơ là trách nhiệm của mình, đánh mất những mối quan hệ quý giá, sức khỏe thể chất và tinh thần của tôi bị ảnh hưởng rất nhiều. Bây giờ tôi rất phấn khích vì tôi nhận ra mình không thể tiếp tục sống theo cách này.",2,Depression,0.5398681,
"Chà, gần đây tôi đã bắt đầu một công việc mới đòi hỏi phải tập trung tinh thần nhiều hơn và làm việc nhiều giờ. Tôi cũng đã bỏ bê thói quen tập thể dục của mình do hạn chế về thời gian. Tôi nghĩ những yếu tố này có thể góp phần gây ra vấn đề sức khỏe của tôi.",5,Stress,0.9977187,
"Cảm ơn vì đã ở đó. À, tôi và anh trai tôi vốn có một mối quan hệ phức tạp nhưng gần đây mọi chuyện lại leo thang. Anh ấy dường như làm những việc cố tình nhấn nút của tôi, và việc duy trì một môi trường yên tĩnh và bình yên ở nhà ngày càng khó khăn hơn.",1,Bipolar,0.94383645,
Cảm ơn. Bây giờ tôi cảm thấy có chút hy vọng. Tôi nghĩ hiện tại chúng tôi đã đề cập đến mọi thứ nhưng tôi sẽ liên hệ nếu cần hỗ trợ thêm. Lòng tốt và sự hiểu biết của bạn có ý nghĩa rất lớn đối với tôi.,1,Bipolar,0.9944518,
"I suppose it's worth a try. It just feels like a big step to take, but I can't keep living like this. I want to regain a sense of peace and live a more fulfilling life.",0,Anxiety,0.78892803,
Đưa ra hai lời khuyên chuyên nghiệp để nấu món chay thành công.,3,Normal,0.99915755,
"Tôi đã từng rất hào hứng với tình bạn của mình, nhưng gần đây có quá nhiều mâu thuẫn khiến tôi thực sự suy sụp. Tôi chỉ muốn mọi thứ quay trở lại như xưa, khi chúng tôi đều vui vẻ và ủng hộ sự thành công của nhau.",0,Anxiety,0.9487474,
How does a counselor decide when to end counseling sessions or to terminate working with a client?,6,Suicidal,0.48886913,
"Thank you for your encouragement and support. It means a lot to me. I will dedicate myself to this artistic exploration and use it as a tool for healing and finding hope. Your guidance has given me a renewed sense of purpose, and I believe that with time, patience, and self-compassion, I will regain control over my emotions and find love and happiness once again.",6,Suicidal,0.7490989,
Tôi đánh giá cao những lời trấn an của bạn. Thật an ủi khi biết rằng tôi không đơn độc trong cuộc hành trình này. Tôi đoán đã đến lúc tôi phải thực hiện bước đầu tiên và liên hệ với nhà trị liệu. Cảm ơn bạn đã ở đó vì tôi và hướng dẫn tôi đi đúng hướng.,4,Personality disorder,0.7692635,
"Yes, I am. I'm ready to embark on this journey towards healing and reclaiming my life from the clutches of depression and anxiety.",6,Suicidal,0.74075717,
Tôi đã từng thích chơi guitar nhưng đã lâu rồi tôi không chơi nó nữa. Tôi đoán là tôi đã mất liên lạc với những điều khiến tôi hạnh phúc.,2,Depression,0.9993882,
"Chà, một mô hình lặp đi lặp lại là cuộc tranh giành quyền lực trong nhóm bạn của chúng tôi. Có cảm giác như chúng ta liên tục tranh giành quyền thống trị và sự chú ý, điều này dẫn đến tranh cãi và cảm giác bị tổn thương.",3,Normal,0.9999262,
"Cảm ơn. Những lời động viên của bạn có ý nghĩa rất lớn với tôi. Lần đầu tiên sau một thời gian, tôi cảm thấy hy vọng khi biết rằng tôi có một người thực sự quan tâm như bạn.",4,Personality disorder,0.99650586,
Tôi nghĩ nó có dấu vết từ thời thơ ấu của tôi. Tôi luôn có mong muốn mạnh mẽ là làm hài lòng người khác và thành công. Có những kỳ vọng rất cao đặt vào tôi và tôi đã coi chúng là của riêng mình.,5,Stress,0.6236274,
"Vâng, tôi đã suy nghĩ về điều đó được một thời gian rồi. Tôi nghĩ việc nói chuyện với một nhà trị liệu như bạn có thể cung cấp cho tôi hướng dẫn và công cụ tôi cần để vượt qua sự lo lắng và cải thiện lòng tự trọng của mình.",4,Personality disorder,0.5734613,
Tôi thực sự đánh giá cao lời nói của bạn. Họ cho tôi hy vọng rằng tôi có thể làm lại cuộc đời và tìm lại được sự bình yên nội tâm. Tôi có thể làm gì khác để củng cố lòng tự trọng của mình và tiếp tục con đường hồi phục này không?,5,Stress,0.8506507,
Đã vô số lần tôi gửi băng demo cho các hãng thu âm hoặc biểu diễn ở địa phương với hy vọng được mọi người phát hiện. Nhưng tôi luôn nhận được thư từ chối hoặc không nhận được phản hồi nào cả. Thật chán nản khi bỏ quá nhiều công sức vào một việc gì đó mà không thấy tiến triển gì.,2,Depression,0.9756398,
Tôi luôn muốn bắt đầu công việc kinh doanh của riêng mình. Đó là niềm đam mê của tôi trong nhiều năm và anh ấy biết nó có ý nghĩa với tôi như thế nào.,4,Personality disorder,0.6862455,
Tôi đang nghĩ đến việc bắt đầu vẽ tranh hoặc thậm chí có thể học cách chơi một nhạc cụ. Tôi luôn bị cuốn hút bởi nghệ thuật và tôi cảm thấy việc nuôi dưỡng khả năng sáng tạo của mình có thể mang lại nhiều năng lượng tích cực cho cuộc sống của tôi.,1,Bipolar,0.98052317,
Tôi tin rằng. Tôi muốn cải thiện bản thân và mối quan hệ của mình. Bây giờ tôi đang cảm thấy đầy hy vọng.,4,Personality disorder,0.99585164,
I'm actually quite excited to give it a try. I feel a renewed sense of hope in resolving these conflicts and restoring harmony within our friend group.,5,Stress,0.97645605,
Nó đè nặng tôi. Cảm giác như một gánh nặng nặng nề mà tôi phải mang mỗi ngày. Sự tương phản giữa giấc mơ và hiện thực của tôi tạo nên một nỗi buồn thường trực nhấn chìm tôi. Thật khó để tìm thấy động lực hay niềm vui khi tôi nhớ lại những gì lẽ ra tôi đã có.,2,Depression,0.98307586,
"Cảm ơn. Bây giờ tôi cảm thấy thoải mái hơn và có kế hoạch hành động rõ ràng hơn. Hướng dẫn của bạn đã rất hữu ích. Hiện tại, tôi nghĩ mình có mọi thứ cần thiết để giải quyết xung đột này một cách lành mạnh và hiệu quả.",6,Suicidal,0.93800586,
"Tôi đã nói chuyện với một vài người bạn thân nhưng đôi khi có cảm giác như họ không thực sự hiểu những gì tôi đang trải qua. Tôi cảm thấy may mắn khi có được sự hỗ trợ của họ, nhưng tôi cũng khao khát sự hướng dẫn và thấu hiểu từ một người như bạn.",4,Personality disorder,0.99976104,
"Có lẽ tôi có thể bắt đầu bằng việc nhập vai vào nhiều tình huống khác nhau với bạn. Bằng cách đó, tôi có thể thực hành khẳng định bản thân trong một môi trường an toàn và được hỗ trợ trước khi áp dụng nó vào các tình huống thực tế. Nó sẽ giúp xây dựng sự tự tin của tôi và phát triển những thói quen mới.",4,Personality disorder,0.8409888,
"It's just that no matter how hard I work or how much effort I put in, I never seem to achieve the success I desire. I doubt my abilities and question whether I'm good enough for anything.",6,Suicidal,0.70973766,
Tôi nghĩ đó là bởi vì tất cả chúng ta đều đang ôm giữ những bất bình trong quá khứ và không sẵn sàng buông bỏ.,4,Personality disorder,0.94813454,
"Thông thường, tôi thích dành vài phút vào buổi sáng để giãn cơ và thực hiện một số bài tập thở sâu. Nó giúp tôi cảm thấy tỉnh táo hơn và sẵn sàng cho ngày mới. Tôi thấy rằng việc dành thời gian đó cho bản thân thực sự mang lại cảm giác tích cực cho thời gian còn lại trong ngày.",5,Stress,0.9980685,
Tôi lo quá. Tôi cảm thấy nỗi đau buồn tột độ này trong lòng. Những mối quan hệ cá nhân của tôi đã trở thành nguồn gốc của nỗi buồn sâu sắc và tôi không biết phải làm gì.,2,Depression,0.5349141,
Bạn nói đúng. Tôi cần tập trung tìm ra điểm chung hơn là chỉ trích. Điều cần thiết là chúng ta phải thừa nhận và tôn trọng quan điểm của nhau để giải quyết những xung đột này.,4,Personality disorder,0.9663754,
"Chà, tôi thường nghi ngờ bản thân và nghi ngờ mọi quyết định của mình. Tôi so sánh mình với người khác và cảm thấy mình không đủ tốt. Tôi như bị mắc kẹt trong vòng luẩn quẩn của những suy nghĩ tiêu cực cứ kéo tôi xuống.",4,Personality disorder,0.9991831,
Cô ấy nói cô ấy không còn hạnh phúc nữa. Chúng tôi đã kết hôn được 5 năm và bây giờ tôi cảm thấy như cả thế giới của mình đang sụp đổ.,1,Bipolar,0.83391,
"Chà, tôi luôn lo lắng về việc không đủ tốt với người bạn đời trước của mình. Tôi cứ tua đi tua lại cảnh chia tay trong đầu, tự hỏi giá trị của mình và cảm thấy như thể tất cả là lỗi của mình. Nó khiến tôi kiệt quệ về mặt cảm xúc và dường như tôi không thể buông bỏ những suy nghĩ này. Tôi có thể làm gì?",4,Personality disorder,0.47741345,
"Yeah, it feels like no matter what I do, it's never good enough for her. Every time I try my best, it's not appreciated, and I'm left feeling defeated. It's like I'm constantly seeking validation and feeling like a failure when I don't get it.",6,Suicidal,0.91261446,
"Chúng tôi đã thử một số cách, như trị liệu cặp đôi và trò chuyện cởi mở, nhưng có cảm giác như chúng tôi đang mắc kẹt trong một vòng hiểu lầm. Thật khó để thoát khỏi những khuôn mẫu đó, và cuối cùng, cả hai chúng tôi đều nhận ra rằng việc chia tay có thể lành mạnh hơn.",4,Personality disorder,0.997053,
I haven't thought about that. I was hoping we could resolve this on our own. But maybe seeking professional guidance could be beneficial in understanding each other's perspectives better.,6,Suicidal,0.7168465,
"Vâng, đã có một vài trường hợp tôi cảm thấy bị loại trừ hoặc bị bỏ rơi. Ví dụ, bạn bè của tôi lên kế hoạch tụ tập mà không mời tôi và tôi phát hiện ra thông qua mạng xã hội. Nó khiến tôi đặt câu hỏi về động lực tình bạn của chúng tôi và liệu tôi có thực sự được coi trọng hay không.",3,Normal,0.9562688,
"Này , tôi hy vọng tin nhắn này đến được với bạn. Gần đây, tôi có nhiều cảm xúc lẫn lộn, nhưng tôi quyết tâm giải quyết chúng một cách trực tiếp. Bạn thấy đấy, tôi nhận ra rằng tôi có trách nhiệm yêu thương đối với bản thân trong việc giải quyết nỗi lo lắng đang len lỏi vào cuộc sống của tôi. Nó đã xuất hiện trong nhiều tình huống khác nhau và tôi đã sẵn sàng lấy lại quyền kiểm soát.",0,Anxiety,0.57651275,
", tôi đã suy ngẫm về điều này và tôi nghĩ một trong những điều quan trọng tôi cần nỗ lực là xây dựng sự tự tin của mình. Bằng cách tin tưởng vào bản thân và khả năng của mình, tôi có thể giảm nhu cầu xác nhận từ bên ngoài. Ngoài ra, tôi nhận ra rằng giao tiếp cởi mở và trung thực là điều cần thiết trong việc giải quyết xung đột. Thay vì phòng thủ, tôi có thể thực sự lắng nghe quan điểm của bạn bè và cố gắng hiểu họ đến từ đâu.",4,Personality disorder,0.99936336,
"Hi ! I hope you're doing well today. I wanted to reach out because I've been feeling really good lately, both in terms of my peace of mind and physical health. It's such a wonderful feeling to be content and happy with myself.",6,Suicidal,0.77300954,
I'll definitely give that a try. It sounds like a great way to shift my focus towards self-acceptance and love. I also want to share this journey with my husband. How can I involve him in this process?,5,Stress,0.7078932,
Làm gương và bày tỏ tầm quan trọng của việc chúng ta cùng nhau giải quyết xung đột sẽ là một khởi đầu tốt. Tôi cũng có thể nhấn mạnh những kết quả tích cực có thể nảy sinh từ việc giao tiếp và giải quyết vấn đề tốt hơn.,4,Personality disorder,0.975858,
"Vâng, tôi đã sẵn sàng bắt đầu. Tôi sẵn sàng buông bỏ cảm giác tội lỗi không cần thiết này và tìm thấy sự bình yên trong chính mình. Cảm ơn bạn đã hướng dẫn tôi, đã hỏi những câu hỏi đúng và đã ở đây cùng tôi trên con đường chữa lành.",4,Personality disorder,0.6014764,
"Tôi đã nghĩ về điều đó, nhưng nỗi sợ hãi này đã giữ tôi lại. Sợ bị phán xét, sợ thất bại, sợ những điều chưa biết. Nó giống như một cuộc chiến liên tục giữa mong muốn trở nên tốt hơn và nỗi sợ hãi về những gì sẽ xảy ra để đạt được điều đó.",4,Personality disorder,0.9955918,
"Này , hy vọng bạn khỏe! Gần đây tôi có nhiều cảm xúc lẫn lộn, nhưng tìm kiếm sự bình yên là ưu tiên hàng đầu của tôi. Bạn thấy đấy, tôi và hôn thê đang lên kế hoạch cho đám cưới của mình và điều đó khiến tôi rất lo lắng.",0,Anxiety,0.9868571,
Viết mã để tạo một hàm.,3,Normal,0.99997663,
Tôi sẽ cho nó nó một cơ hội. Hy vọng nó sẽ giúp cải thiện khả năng giao tiếp của chúng ta. Nhưng nếu nó không hoạt động thì sao?,4,Personality disorder,0.9999074,
Tôi từng thích vẽ tranh và chơi ghi-ta nhưng đã lâu rồi tôi không làm điều đó nữa. Kết nối lại với những sở thích này có thể giúp tôi lấy lại cảm giác thành tựu và niềm tin vào khả năng của mình.,1,Bipolar,0.9944753,
"Okay, I'll try it now. *Takes a deep breath in and exhales slowly* It actually feels quite calming. I didn't expect that.",6,Suicidal,0.3515789,
Có lẽ là câu cá? Tôi thường đi câu cá với ông nội khi tôi còn nhỏ. Đó là một hoạt động êm dịu và tôi luôn có niềm đam mê với nước và sự yên tĩnh mà nó mang lại.,5,Stress,0.9999151,
"I think I'll start by acknowledging the value of our friendship and how much it means to me. Then, I'll gently express my concern about the conflicts that have been arising. By emphasizing that this conversation is coming from a place of love and care, I hope they will be open to hearing me out.",6,Suicidal,0.979044,
"Tôi đang tự mình cải thiện. Tôi muốn trở thành phiên bản tốt nhất của mình, không chỉ cho anh ấy mà còn vì hạnh phúc của chính tôi. Tôi đã đầu tư vào sự phát triển cá nhân, tìm kiếm sự hỗ trợ và khám phá niềm đam mê của mình. Nhưng đôi khi tôi vẫn cảm thấy mình làm chưa đủ.",5,Stress,0.88706994,
"One thing that really bothers me is the lack of support from my superiors. I feel like I'm constantly swimming against the current, without any guidance or encouragement. It's exhausting!",0,Anxiety,0.58161944,
"Tôi chưa nghĩ tới điều đó. Nhưng bạn nói đúng, mẹ luôn là người cổ vũ lớn nhất của tôi. Cô ấy thấy âm nhạc có ý nghĩa như thế nào đối với tôi và đã động viên tôi trong suốt cuộc đời. Có lẽ việc nói chuyện với cô ấy sẽ cho tôi một góc nhìn nào đó và nhắc nhở tôi lý do tại sao ngay từ đầu tôi đã bắt đầu cuộc hành trình này.",2,Depression,0.9422965,
"Vâng, tôi đang cân nhắc việc theo đuổi việc vẽ tranh. Nó luôn mê hoặc tôi và tôi nghe nói nó có thể có tác dụng chữa bệnh khá tốt. Thêm vào đó, ý tưởng thể hiện bản thân thông qua nghệ thuật mang lại cảm giác tự do theo một cách nào đó.",1,Bipolar,0.9998331,
Lập trình trợ lý chào người dùng khi khởi chạy trợ lý.,3,Normal,0.99995124,
Dành thời gian cho những người thân yêu và tham gia vào những sở thích mà tôi thích luôn khiến tôi cảm thấy tự tin hơn.,4,Personality disorder,0.9970795,
"Tôi nghĩ thực hành lòng biết ơn có thể hữu ích. Nếu tôi nuôi dưỡng một cách có ý thức lòng biết ơn đối với những điểm mạnh và thành tích của mình, điều đó có thể giúp chống lại sự tự nói tiêu cực của tôi. Tôi có thể bắt đầu viết nhật ký biết ơn và viết ra ba điều tôi đánh giá cao về bản thân mỗi ngày.",4,Personality disorder,0.97955245,
"Tôi nghĩ sự đơn giản của tất cả đều đóng một vai trò nào đó. Chỉ có tôi, làn gió nhẹ và chuyển động nhịp nhàng của những chiếc xích đu. Nó cho phép tôi buông bỏ những lo lắng của mình trong một thời gian và chỉ có mặt trong thời điểm hiện tại.",5,Stress,0.9729643,
"Thật khó để đối mặt với những ký ức này, nhưng tôi biết rằng hiểu được chúng là điều quan trọng cho sự trưởng thành của tôi. Tôi sẵn sàng đối mặt với chúng và nỗ lực chữa lành những vết thương đã ảnh hưởng đến lòng tự trọng của tôi.",4,Personality disorder,0.9995628,
"Tôi đã thử một số bài tập chánh niệm và thở, giúp ích trong lúc này, nhưng dường như chúng không mang lại hiệu quả lâu dài. Tôi sẵn sàng thử bất cứ điều gì có thể giúp tôi thoát khỏi vòng luẩn quẩn này.",5,Stress,0.99992704,
"Well, I have a heavy workload and constant deadlines to meet. It feels overwhelming sometimes, and I worry about not being able to keep up.",3,Normal,0.52239245,
"I think so. Growing up, I didn't always feel like I belonged or fit in. I had a few instances where friends would exclude me, and that made me question my worth and place in relationships. Now, I find myself seeking constant validation and reassurance from my friends.",6,Suicidal,0.93778354,
"
Cung cấp thông tin đầu vào mẫu, diễn đạt lại bằng các từ và cấu trúc câu thay thế.: 

Ông già đang đi dạo trên phố.
",3,Normal,0.7966901,
"Có cảm giác như mỗi lần tôi cố gắng bày tỏ bản thân hoặc cởi mở thì lại chỉ dẫn đến tranh cãi và hiểu lầm. Tôi cảm thấy như mình liên tục đi trên vỏ trứng, sợ nói sai.",4,Personality disorder,0.99969506,
"Tôi sẽ nói với họ rằng đừng quá khắt khe với bản thân, rằng mọi người đều phải bắt đầu từ đâu đó và sai lầm là một phần của quá trình học hỏi. Tôi sẽ khuyến khích họ tiếp tục và không từ bỏ thứ họ thích.",4,Personality disorder,0.99680126,
"It made me feel disappointed and confused. I value my friendships, and when situations like this arise, it affects my trust in the strength of our bond. I believe that open and honest communication is essential for maintaining healthy relationships.",6,Suicidal,0.52111584,
"Cảm ơn. Chà, gần đây tôi đã được thăng chức trong công việc, điều này mang lại cho tôi cảm giác thành tựu và được công nhận. Thật yên tâm khi thấy sự chăm chỉ của tôi đã được đền đáp.",3,Normal,0.9959758,
"Cảm ơn  vì sự hỗ trợ và hướng dẫn không ngừng nghỉ của bạn. Tôi biết hành trình này sẽ không hề dễ dàng, nhưng biết rằng có một người như bạn ở bên cạnh mang lại cho tôi hy vọng.",4,Personality disorder,0.5454295,
"Chúng tôi thường nướng bánh cùng nhau, đặc biệt là trong những ngày nghỉ lễ. Đó là thời gian gắn kết đặc biệt của chúng tôi. Có lẽ tôi có thể bắt đầu nướng những công thức nấu ăn yêu thích của cô ấy hoặc tạo ra một truyền thống ngày lễ mới để vinh danh cô ấy.",3,Normal,0.77782476,
Who was the first Prime Minister of India?,3,Normal,0.9984471,
"Vâng, căng thẳng chắc chắn là một yếu tố lớn. Tất cả chúng ta đều đã trải qua một số thời điểm khó khăn và có vẻ như điều đó được thể hiện qua cuộc tranh cãi bùng nổ đó. Tôi cũng nghĩ rằng việc hiểu sai thông tin cũng đóng một vai trò nào đó và những lời nói đó được thúc đẩy bởi sự thất vọng và tổn thương.",5,Stress,0.9996897,
"Hey , I hope you're doing well. I just wanted to reach out because I've been feeling really exhausted lately. My mental health and physical health have taken a toll on me, and I'm finding it hard to keep up.",6,Suicidal,0.7877436,
"Không thực sự. Tôi không muốn trở thành gánh nặng hay tỏ ra thiếu thốn, bạn biết không?",2,Depression,0.83798134,
"Chà, có một lần ở trường trung học, tôi vấp phải lời nói của mình trong một bài thuyết trình trước lớp và mọi người bắt đầu cười. Tôi cảm thấy thật xấu hổ và nhục nhã. Kể từ đó, tôi không ngừng nghi ngờ bản thân và lo lắng về việc biến mình thành kẻ ngốc trước mặt người khác.",0,Anxiety,0.491516,
Cảm ơn  vì sự hướng dẫn và hỗ trợ của bạn. Chia sẻ những khó khăn và ước mơ của tôi với bạn đã khiến tôi cảm thấy lạc quan hơn một chút. Tôi sẽ tiếp tục tiến về phía trước với niềm hy vọng trong lòng.,0,Anxiety,0.5913205,
"À, mới tuần trước thôi, bố mẹ tôi và tôi đã cãi nhau to vì một điều gì đó tầm thường. Nó leo thang quá nhanh và tôi cảm thấy bị mắc kẹt ở giữa. Tôi thậm chí không thể thể hiện bản thân mà không sợ làm mọi việc trở nên tồi tệ hơn.",1,Bipolar,0.8732788,
"Tôi nghĩ một trong những trở ngại lớn nhất là tôi thiếu động lực. Thật khó để duy trì cam kết khi tôi không nhìn thấy kết quả ngay lập tức. Tôi biết tôi nên kiên nhẫn hơn, nhưng điều đó thật khó khăn.",4,Personality disorder,0.6573893,
Tình trạng này đã diễn ra được vài tháng nhưng gần đây nó thực sự bắt đầu trở nên gay gắt hơn. Tôi đã cố gắng giải quyết vấn đề này trực tiếp với bạn bè của mình nhưng dường như điều đó chỉ khiến mọi việc trở nên tồi tệ hơn. Tôi chỉ muốn tìm cách hàn gắn những mối quan hệ này và tìm thấy sự bình yên trong chính mình.,2,Depression,0.7974231,
Chắc chắn rồi. Một trong những thách thức lớn nhất là chấp nhận rằng giấc mơ chúng ta từng có giờ đã kết thúc. Thật khó để từ bỏ những hy vọng và kỳ vọng mà chúng ta dành cho tương lai của mình. Cuộc ly hôn này cũng khiến tôi cảm thấy lạc lõng và không biết điều gì sẽ xảy ra tiếp theo. Tôi đang đặt câu hỏi về giá trị của mình và đấu tranh để tìm ra ý nghĩa mới về mục đích.,2,Depression,0.63682765,
